period,minutes_remaining,seconds_remaining,action_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_made_flag,game_date,season,playoffs,score,opponent
2,2,40,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010307,2000-01,0,0,TOR
2,0,0,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,19,-189,51,0,20010307,2000-01,0,0,TOR
3,11,36,Tip Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010307,2000-01,0,0,TOR
3,9,58,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,115,163,0,20010307,2000-01,0,0,TOR
3,9,25,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,85,156,0,20010307,2000-01,0,0,TOR
3,8,22,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010307,2000-01,0,2,TOR
3,7,9,Running Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,22,74,1,20010307,2000-01,0,2,TOR
3,5,34,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,18,155,101,0,20010307,2000-01,0,0,TOR
3,5,26,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-90,146,1,20010307,2000-01,0,2,TOR
3,4,43,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,17,169,40,0,20010307,2000-01,0,0,TOR
3,4,3,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-84,247,0,20010307,2000-01,0,0,TOR
3,3,43,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-54,34,0,20010307,2000-01,0,0,TOR
3,3,38,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010307,2000-01,0,0,TOR
3,1,59,Alley Oop Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010307,2000-01,0,2,TOR
3,1,23,Jump Shot,Mid-Range,Center(C),16-24 ft.,20,-39,203,1,20010307,2000-01,0,2,TOR
3,0,50,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-141,23,1,20010307,2000-01,0,2,TOR
3,0,3,Jump Shot,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,58,74,0,20010307,2000-01,0,0,TOR
3,0,2,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010307,2000-01,0,2,TOR
4,11,7,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,11,-27,112,0,20010307,2000-01,0,0,TOR
4,9,24,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,16,-126,108,0,20010307,2000-01,0,0,TOR
4,8,34,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010307,2000-01,0,2,TOR
4,6,27,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,148,7,0,20010307,2000-01,0,0,TOR
4,5,57,Alley Oop Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010307,2000-01,0,2,TOR
4,5,23,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,134,135,0,20010307,2000-01,0,0,TOR
4,4,44,Running Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-153,85,1,20010307,2000-01,0,2,TOR
4,4,6,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-54,253,0,20010307,2000-01,0,0,TOR
1,10,38,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,16,-141,85,0,20010309,2000-01,0,0,SAS
1,10,23,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,11,-111,2,0,20010309,2000-01,0,0,SAS
1,7,11,Running Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,49,118,1,20010309,2000-01,0,2,SAS
1,6,33,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,16,-98,131,0,20010309,2000-01,0,0,SAS
1,5,12,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010309,2000-01,0,2,SAS
1,3,53,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010309,2000-01,0,0,SAS
1,3,25,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,13,-126,57,0,20010309,2000-01,0,0,SAS
1,2,44,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,94,108,0,20010309,2000-01,0,0,SAS
1,1,43,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,13,-63,125,0,20010309,2000-01,0,0,SAS
2,6,34,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,142,108,0,20010309,2000-01,0,0,SAS
2,5,47,Driving Finger Roll Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010309,2000-01,0,2,SAS
2,3,34,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,8,85,13,0,20010309,2000-01,0,0,SAS
2,3,16,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010309,2000-01,0,0,SAS
3,10,58,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010309,2000-01,0,2,SAS
3,9,47,Running Jump Shot,Mid-Range,Right Side(R),8-16 ft.,9,94,-2,1,20010309,2000-01,0,2,SAS
3,8,59,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,14,74,0,20010309,2000-01,0,0,SAS
3,7,26,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,115,85,0,20010309,2000-01,0,0,SAS
3,6,20,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010309,2000-01,0,2,SAS
3,5,18,Jump Shot,Mid-Range,Center(C),16-24 ft.,18,14,186,1,20010309,2000-01,0,2,SAS
3,4,42,Running Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-6,78,1,20010309,2000-01,0,2,SAS
3,0,27,Turnaround Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,22,68,1,20010309,2000-01,0,2,SAS
3,0,0,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010309,2000-01,0,0,SAS
4,11,38,Turnaround Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,9,49,85,1,20010309,2000-01,0,2,SAS
4,7,29,Running Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-77,7,1,20010309,2000-01,0,2,SAS
4,3,40,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,58,47,0,20010309,2000-01,0,0,SAS
4,2,37,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010309,2000-01,0,2,SAS
4,0,55,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,20,-77,186,0,20010309,2000-01,0,0,SAS
4,0,46,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,73,163,1,20010309,2000-01,0,2,SAS
5,4,48,Running Hook Shot,Mid-Range,Right Side(R),8-16 ft.,9,94,2,1,20010309,2000-01,0,2,SAS
5,4,15,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,127,125,1,20010309,2000-01,0,2,SAS
5,3,10,Jump Shot,Mid-Range,Center(C),16-24 ft.,16,-6,169,0,20010309,2000-01,0,0,SAS
5,1,21,Alley Oop Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010309,2000-01,0,2,SAS
5,0,3,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,49,257,0,20010309,2000-01,0,0,SAS
1,6,57,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,132,114,1,20010315,2000-01,0,2,DET
1,4,42,Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010315,2000-01,0,2,DET
1,0,50,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-172,34,0,20010315,2000-01,0,0,DET
2,3,48,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,153,213,0,20010315,2000-01,0,0,DET
2,3,8,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,16,-157,63,0,20010315,2000-01,0,0,DET
2,2,36,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,119,91,1,20010315,2000-01,0,2,DET
2,2,14,Jump Shot,Mid-Range,Center(C),16-24 ft.,16,18,163,0,20010315,2000-01,0,0,DET
3,10,19,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,212,148,1,20010315,2000-01,0,3,DET
3,8,42,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,17,161,74,0,20010315,2000-01,0,0,DET
3,5,53,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,15,-94,129,1,20010315,2000-01,0,2,DET
3,3,47,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-145,97,1,20010315,2000-01,0,2,DET
3,1,2,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-151,91,0,20010315,2000-01,0,0,DET
3,0,4,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010315,2000-01,0,0,DET
4,11,2,Running Jump Shot,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,68,51,1,20010315,2000-01,0,2,DET
4,10,13,Jump Shot,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,62,57,1,20010315,2000-01,0,2,DET
4,9,5,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-166,57,1,20010315,2000-01,0,2,DET
4,7,57,Alley Oop Layup shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010315,2000-01,0,2,DET
4,6,17,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,77,152,0,20010315,2000-01,0,0,DET
4,4,48,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,104,163,1,20010315,2000-01,0,2,DET
4,3,44,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010315,2000-01,0,2,DET
4,3,5,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-124,135,0,20010315,2000-01,0,0,DET
4,2,26,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010315,2000-01,0,0,DET
4,1,24,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,28,-94,274,0,20010315,2000-01,0,0,DET
4,0,30,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-136,47,0,20010315,2000-01,0,0,DET
4,0,2,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-50,47,1,20010315,2000-01,0,2,DET
5,4,0,Jump Shot,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,77,91,1,20010315,2000-01,0,2,DET
5,3,10,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,161,47,1,20010315,2000-01,0,2,DET
5,0,32,Running Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,47,91,1,20010315,2000-01,0,2,DET
1,8,17,Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,11,0,1,20010316,2000-01,0,2,WAS
1,4,7,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,11,-6,1,20010316,2000-01,0,2,WAS
1,0,51,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-44,0,0,20010316,2000-01,0,0,WAS
1,0,31,Turnaround Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,3,57,1,20010316,2000-01,0,2,WAS
2,1,48,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-229,70,0,20010316,2000-01,0,0,WAS
2,0,52,Running Jump Shot,Mid-Range,Left Side(L),8-16 ft.,10,-101,-6,1,20010316,2000-01,0,2,WAS
2,0,32,Jump Shot,Mid-Range,Center(C),16-24 ft.,19,3,196,0,20010316,2000-01,0,0,WAS
2,0,0,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,98,234,1,20010316,2000-01,0,3,WAS
3,9,43,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,9,0,20010316,2000-01,0,0,WAS
3,7,8,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-145,9,0,20010316,2000-01,0,0,WAS
3,4,21,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,146,-40,1,20010316,2000-01,0,2,WAS
3,3,47,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,89,196,1,20010316,2000-01,0,2,WAS
3,1,57,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,16,-166,-6,1,20010316,2000-01,0,2,WAS
3,0,48,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,11,9,1,20010316,2000-01,0,2,WAS
3,0,23,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,24,42,0,20010316,2000-01,0,0,WAS
4,11,44,Jump Shot,Mid-Range,Center(C),16-24 ft.,20,3,200,0,20010316,2000-01,0,0,WAS
4,11,27,Turnaround Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,32,47,1,20010316,2000-01,0,2,WAS
4,10,44,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,11,9,1,20010316,2000-01,0,2,WAS
1,10,3,Jump Shot,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-65,55,0,20010318,2000-01,0,0,ORL
1,7,11,Running Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,9,-16,93,1,20010318,2000-01,0,2,ORL
2,11,6,Alley Oop Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010318,2000-01,0,0,ORL
2,7,19,Turnaround Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-145,0,0,20010318,2000-01,0,0,ORL
2,5,57,Tip Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010318,2000-01,0,2,ORL
2,5,14,Jump Shot,Mid-Range,Center(C),16-24 ft.,19,-23,194,0,20010318,2000-01,0,0,ORL
2,2,41,Turnaround Jump Shot,Mid-Range,Left Side(L),16-24 ft.,17,-166,55,0,20010318,2000-01,0,0,ORL
3,10,33,Running Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1,49,0,20010318,2000-01,0,0,ORL
3,9,40,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,15,-151,-38,0,20010318,2000-01,0,0,ORL
3,8,25,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,140,-38,1,20010318,2000-01,0,2,ORL
3,3,53,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,146,144,0,20010318,2000-01,0,0,ORL
4,9,46,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-8,255,0,20010318,2000-01,0,0,ORL
4,9,9,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,16,62,154,0,20010318,2000-01,0,0,ORL
4,3,12,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,22,182,137,1,20010318,2000-01,0,2,ORL
4,2,34,Alley Oop Layup shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010318,2000-01,0,2,ORL
4,2,7,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,11,-115,-32,0,20010318,2000-01,0,0,ORL
4,1,27,Turnaround Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,161,21,0,20010318,2000-01,0,0,ORL
1,7,58,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,132,61,0,20010319,2000-01,0,0,ATL
1,4,42,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,13,-50,122,1,20010319,2000-01,0,2,ATL
2,11,10,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010319,2000-01,0,2,ATL
2,10,38,Jump Shot,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,68,55,0,20010319,2000-01,0,0,ATL
2,8,39,Alley Oop Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010319,2000-01,0,0,ATL
2,8,5,Alley Oop Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010319,2000-01,0,2,ATL
2,5,16,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010319,2000-01,0,2,ATL
2,4,31,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-1,51,1,20010319,2000-01,0,2,ATL
2,3,34,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,10,-101,0,0,20010319,2000-01,0,0,ATL
2,1,2,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,20,-193,66,1,20010319,2000-01,0,2,ATL
3,10,56,Running Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010319,2000-01,0,2,ATL
3,10,2,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,17,0,20010319,2000-01,0,0,ATL
3,6,56,Alley Oop Layup shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010319,2000-01,0,2,ATL
3,5,16,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,39,34,0,20010319,2000-01,0,0,ATL
3,4,3,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,153,40,0,20010319,2000-01,0,0,ATL
3,3,32,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,55,0,20010319,2000-01,0,0,ATL
4,9,18,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-44,7,1,20010319,2000-01,0,2,ATL
4,1,42,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010319,2000-01,0,0,ATL
4,1,36,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010319,2000-01,0,0,ATL
4,1,14,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,140,13,0,20010319,2000-01,0,0,ATL
4,0,38,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010319,2000-01,0,2,ATL
4,0,0,Jump Shot,Mid-Range,Center(C),8-16 ft.,15,11,150,0,20010319,2000-01,0,0,ATL
1,10,24,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,132,110,0,20010321,2000-01,0,0,MIL
1,8,58,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,68,-6,1,20010321,2000-01,0,2,MIL
1,7,19,Jump Shot,Mid-Range,Center(C),16-24 ft.,20,18,200,0,20010321,2000-01,0,0,MIL
1,3,6,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,13,125,55,0,20010321,2000-01,0,0,MIL
2,8,27,Jump Shot,Mid-Range,Center(C),16-24 ft.,16,47,160,0,20010321,2000-01,0,0,MIL
2,7,42,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010321,2000-01,0,0,MIL
2,2,18,Alley Oop Layup shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010321,2000-01,0,0,MIL
2,1,13,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,9,98,-6,0,20010321,2000-01,0,0,MIL
3,10,18,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,10,-101,-19,0,20010321,2000-01,0,0,MIL
3,9,9,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,146,82,1,20010321,2000-01,0,2,MIL
3,7,55,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,13,98,99,1,20010321,2000-01,0,2,MIL
3,4,48,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,11,-109,49,0,20010321,2000-01,0,0,MIL
3,4,32,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,140,42,0,20010321,2000-01,0,0,MIL
4,9,28,Running Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010321,2000-01,0,2,MIL
4,3,0,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-115,228,0,20010321,2000-01,0,0,MIL
1,9,26,Jump Shot,Mid-Range,Center(C),16-24 ft.,16,22,163,0,20010401,2000-01,0,0,NYK
1,4,59,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,94,253,0,20010401,2000-01,0,0,NYK
1,2,25,Jump Shot,Above the Break 3,Center(C),24+ ft.,28,-77,270,0,20010401,2000-01,0,0,NYK
1,1,33,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,134,112,0,20010401,2000-01,0,0,NYK
1,10,48,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,11,-111,40,0,20010410,2000-01,0,0,PHX
1,10,47,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,12,-126,-8,1,20010410,2000-01,0,2,PHX
1,6,32,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,163,108,1,20010410,2000-01,0,2,PHX
1,5,59,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,85,152,1,20010410,2000-01,0,2,PHX
1,5,9,Running Jump Shot,Mid-Range,Right Side(R),16-24 ft.,17,142,101,1,20010410,2000-01,0,2,PHX
1,3,26,Alley Oop Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010410,2000-01,0,2,PHX
2,3,30,Turnaround Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-141,-8,1,20010410,2000-01,0,2,PHX
2,1,51,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,13,-126,40,0,20010410,2000-01,0,0,PHX
3,7,34,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-147,23,0,20010410,2000-01,0,0,PHX
3,5,48,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,22,226,28,0,20010410,2000-01,0,0,PHX
3,5,26,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,169,-2,1,20010410,2000-01,0,2,PHX
3,2,6,Jump Shot,Mid-Range,Center(C),16-24 ft.,19,-48,192,0,20010410,2000-01,0,0,PHX
3,0,14,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,134,118,0,20010410,2000-01,0,0,PHX
4,11,1,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,15,-126,85,0,20010410,2000-01,0,0,PHX
1,10,25,Running Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,127,131,1,20010412,2000-01,0,2,MIN
1,9,8,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,7,57,0,20010412,2000-01,0,0,MIN
1,8,30,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,100,156,0,20010412,2000-01,0,0,MIN
1,7,24,Slam Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010412,2000-01,0,2,MIN
1,5,5,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,106,118,0,20010412,2000-01,0,0,MIN
1,4,42,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010412,2000-01,0,2,MIN
1,4,8,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,134,118,1,20010412,2000-01,0,2,MIN
1,1,24,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-111,152,0,20010412,2000-01,0,0,MIN
2,10,33,Running Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,16,106,125,1,20010412,2000-01,0,2,MIN
3,10,37,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,-27,97,0,20010412,2000-01,0,0,MIN
3,9,23,Jump Shot,Mid-Range,Center(C),8-16 ft.,15,1,156,1,20010412,2000-01,0,2,MIN
3,8,17,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010412,2000-01,0,2,MIN
3,7,50,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,100,108,0,20010412,2000-01,0,0,MIN
3,6,54,Running Jump Shot,Mid-Range,Center(C),16-24 ft.,19,-48,192,1,20010412,2000-01,0,2,MIN
3,5,13,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,12,127,-8,1,20010412,2000-01,0,2,MIN
3,4,39,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,16,-160,13,0,20010412,2000-01,0,0,MIN
3,2,58,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010412,2000-01,0,0,MIN
3,2,36,Jump Shot,Mid-Range,Center(C),16-24 ft.,19,-18,192,1,20010412,2000-01,0,2,MIN
3,2,3,Running Jump Shot,Mid-Range,Left Side(L),8-16 ft.,12,-126,-15,1,20010412,2000-01,0,2,MIN
3,1,32,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010412,2000-01,0,2,MIN
3,1,4,Turnaround Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,13,35,135,1,20010412,2000-01,0,2,MIN
3,0,30,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,155,13,0,20010412,2000-01,0,0,MIN
4,9,26,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010412,2000-01,0,0,MIN
4,7,48,Jump Shot,Mid-Range,Center(C),16-24 ft.,19,49,186,1,20010412,2000-01,0,2,MIN
1,5,22,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,134,163,0,20010415,2000-01,0,0,POR
2,10,47,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,155,112,1,20010415,2000-01,0,2,POR
2,10,9,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,14,142,-29,1,20010415,2000-01,0,2,POR
2,9,38,Jump Shot,Above the Break 3,Center(C),24+ ft.,27,14,274,0,20010415,2000-01,0,0,POR
2,8,11,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010415,2000-01,0,2,POR
2,1,10,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010415,2000-01,0,0,POR
2,0,1,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010415,2000-01,0,0,POR
3,10,33,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,73,207,0,20010415,2000-01,0,0,POR
3,9,2,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,193,23,0,20010415,2000-01,0,0,POR
3,7,11,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,15,-69,135,0,20010415,2000-01,0,0,POR
3,6,54,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010415,2000-01,0,0,POR
3,5,58,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010415,2000-01,0,2,POR
3,4,22,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010415,2000-01,0,2,POR
3,3,17,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,94,156,1,20010415,2000-01,0,2,POR
3,0,5,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20010415,2000-01,0,0,POR
3,0,0,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,11,1,118,0,20010415,2000-01,0,0,POR
4,11,45,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,24,241,7,0,20010415,2000-01,0,0,POR
4,7,11,Turnaround Jump Shot,Mid-Range,Right Side(R),8-16 ft.,12,121,47,1,20010415,2000-01,0,2,POR
4,4,48,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20010415,2000-01,0,2,POR
4,3,57,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,14,-84,112,1,20010415,2000-01,0,2,POR
4,3,10,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,10,-105,-8,0,20010415,2000-01,0,0,POR
